API,Hidden API
/repos/{owner}/{repo}/dispatches,/repos/{owner}/{repo}/attestations
/repos/{owner}/{repo}/tags,/repos/{owner}/{repo}/releases
/orgs/{org}/hooks/{hook_id}/deliveries,/orgs/{org}/hooks/{hook_id}/pings
/en/rest/metrics,/en/rest/collaborators
/repos/{owner}/{repo}/branches,/repos/{owner}/{repo}/security-advisories
/users,/codes_of_conduct
/user/packages/{package_type}/{package_name}/versions/{package_version_id}/restore,/user/packages/{package_type}/{package_name}/versions
/user,/gists
/en/rest/emojis,/en/rest/authentication
/en/rest/apps,/en/rest/apps/marketplace
/en/rest/classroom,/en/rest/commits
/orgs/{org}/teams/{team_slug}/discussions/{discussion_number}/comments,/orgs/{org}/teams/{team_slug}
/en/rest,/en/rest/pages/pages
/en/rest/code-security,/en/rest/actions
/en/rest/migrations,/en/rest/interactions
/repos/{owner}/{repo}/events,/repos/{owner}/{repo}
/repos/{owner}/{repo},/repos/{owner}/{repo}/issues/comments
/orgs/{org}/issues,/orgs/{org}/projects
/repos/{owner}/{repo}/pages/deployments/{pages_deployment_id}/cancel,/repos/{owner}/{repo}/pages
/repos/{owner}/{repo}/dispatches,/repos/{owner}/{repo}/interaction-limits
/teams/{team_id}/repos,/teams/{team_id}/teams
/en/rest/guides/working-with-comments,/en/rest/guides/discovering-resources-for-a-user
/repos/{owner}/{repo},/repos/{owner}/{repo}/check-runs/{check_run_id}/annotations
/en/rest/interactions,/en/rest/interactions/repos
/en/rest/licenses,/en/rest/reactions
/orgs/{org}/issues,/orgs/{org}/events
/repos/{owner}/{repo}/actions/runs/{run_id}/jobs,/repos/{owner}/{repo}/actions/runs/{run_id}/timing
/en/rest/gists/comments,/en/rest/gists/gists
/projects/{project_id}/collaborators/{username},/projects/{project_id}/collaborators/{username}/permission
/en/rest/using-the-rest-api/libraries-for-the-rest-api,/en/rest/using-the-rest-api/best-practices-for-using-the-rest-api
/en/rest/using-the-rest-api,/en/rest/reactions
/repos/{owner}/{repo}/automated-security-fixes,/repos/{owner}/{repo}/code-security-configuration
/en/rest/collaborators,/en/rest/emojis
/en/rest,/en/rest/commits/statuses
/repos/{owner}/{repo}/deployments,/repos/{owner}/{repo}
/repos/{owner}/{repo}/teams,/repos/{owner}/{repo}/license
/en/rest/guides/using-the-rest-api-to-interact-with-your-git-database,/en/rest/guides/using-the-rest-api-to-interact-with-checks
/user/migrations,/user/migrations/{migration_id}/repos/{repo_name}/lock
/en/rest/security-advisories,/en/rest/checks
/users/{username}/followers,/users/{username}/orgs
/users/{username}/installation,/users/{username}/packages
/orgs/{org}/installations,/orgs/{org}/rulesets
/en/rest/dependency-graph,/en/rest/checks
/en/rest/security-advisories,/en/rest/metrics
/en/rest,/en/rest/dependency-graph/sboms
/enterprises/{enterprise}/copilot/billing/seats,/enterprises/{enterprise}/copilot
/orgs/{org}/actions/runners/generate-jitconfig,/orgs/{org}/actions/runners
/repos/{owner}/{repo}/subscribers,/repos/{owner}/{repo}/check-suites
/en/rest/about-the-rest-api,/en/rest/code-scanning
/en/rest/orgs/organization-roles,/en/rest/orgs/members
/user/teams,/user/repos
/repos/{owner}/{repo}/attestations,/repos/{owner}/{repo}/merge-upstream
/repos/{owner}/{repo}/rulesets/{ruleset_id},/repos/{owner}/{repo}
/orgs/{org}/teams,/orgs/{org}/migrations
/en/rest/dependency-graph,/en/rest/projects
/en/rest/commits,/en/rest/gists
/orgs/{org},/orgs/{org}/rulesets/{ruleset_id}
/enterprises/{enterprise}/secret-scanning/alerts,/enterprises/{enterprise}/secret-scanning
/orgs/{org}/organization-roles,/orgs/{org}/organization-roles/{role_id}/teams
/orgs/{org}/hooks,/orgs/{org}/projects
/en/rest,/en/rest/guides/building-a-ci-server
/user/starred,/user/blocks
/repos/{owner}/{repo}/transfer,/repos/{owner}/{repo}/events
/repos/{owner}/{repo}/interaction-limits,/repos/{owner}/{repo}/subscribers
/en/rest/orgs,/en/rest/orgs/orgs
/repos/{owner}/{repo}/stargazers,/repos/{owner}/{repo}/environments
/en/rest/deploy-keys,/en/rest/interactions
/orgs/{org},/orgs/{org}/teams/{team_slug}/projects
/repos/{owner}/{repo}/issues/{issue_number}/assignees/{assignee},/repos/{owner}/{repo}/issues
/en/rest/about-the-rest-api/about-the-rest-api,/en/rest/about-the-rest-api/api-versions
/en/rest/checks,/en/rest/branches
/en/rest/using-the-rest-api/best-practices-for-using-the-rest-api,/en/rest/using-the-rest-api/using-pagination-in-the-rest-api
/en/rest/orgs/custom-properties,/en/rest/orgs/rules
/repos/{owner}/{repo}/interaction-limits,/repos/{owner}/{repo}/pages
/repos/{owner}/{repo}/teams,/repos/{owner}/{repo}/languages
/user/following,/user/projects
/en/rest/orgs,/en/rest/pulls
/repos/{owner}/{repo}/commits,/repos/{owner}/{repo}/pages
/repos/{owner}/{repo}/autolinks,/repos/{owner}/{repo}/commits
/user/subscriptions,/user/repository_invitations
/orgs/{org}/teams/{team_slug}/discussions,/orgs/{org}/teams/{team_slug}/discussions/{discussion_number}/reactions/{reaction_id}
/en/rest/teams,/en/rest/quickstart
/en/rest/quickstart,/en/rest/issues
/repos/{owner}/{repo}/attestations,/repos/{owner}/{repo}/installation
/user,/users/{username}/projects
/en/rest/orgs,/en/rest/deployments
/orgs/{org}/security-managers,/orgs/{org}/members
/gists/{gist_id}/forks,/gists/{gist_id}
/orgs/{org}/members,/orgs/{org}/teams
/en/rest/dependabot,/en/rest/guides
/repos/{owner}/{repo}/branches/{branch}/protection/required_pull_request_reviews,/repos/{owner}/{repo}/branches/{branch}/protection/required_status_checks
/en/rest/deploy-keys,/en/rest/reactions
/repos/{owner}/{repo}/pulls,/repos/{owner}/{repo}/pulls/comments/{comment_id}/reactions
/repos/{owner}/{repo}/pulls,/repos/{owner}/{repo}/pulls/{pull_number}/commits
/repos/{owner}/{repo}/hooks,/repos/{owner}/{repo}/security-advisories
/en/rest,/en/rest/pulls/reviews
/repos/{owner}/{repo}/subscription,/repos/{owner}/{repo}/rulesets
/en/rest/interactions,/en/rest/classroom
/orgs/{org}/personal-access-tokens,/orgs/{org}/migrations
/repos/{owner}/{repo}/code-security-configuration,/repos/{owner}/{repo}/codespaces
/repos/{owner}/{repo}/actions/permissions/workflow,/repos/{owner}/{repo}
/users,/advisories
/en/rest/gitignore,/en/rest/orgs
/orgs/{org}/events,/orgs/{org}/repos
/users/{username}/ssh_signing_keys,/users/{username}/received_events
/en/rest,/en/rest/gists
/repos/{owner}/{repo}/activity,/repos/{owner}/{repo}/private-vulnerability-reporting
/repos/{owner}/{repo}/commits,/repos/{owner}/{repo}/check-suites
/orgs/{org}/personal-access-tokens,/orgs/{org}/personal-access-tokens/{pat_id}/repositories
/gists,/gists/starred
/user/interaction-limits,/user/subscriptions
/user/repos,/user/marketplace_purchases
/orgs/{org}/actions/secrets/{secret_name}/repositories/{repository_id},/orgs/{org}
/repos/{owner}/{repo}/tags,/repos/{owner}/{repo}/codespaces
/repos/{owner}/{repo}/environments/{environment_name}/variables,/repos/{owner}/{repo}/environments
/repos/{owner}/{repo},/repos/{owner}/{repo}/hooks/{hook_id}/config
/user/gpg_keys,/user/gpg_keys/{gpg_key_id}
/orgs/{org}/hooks,/orgs/{org}/hooks/{hook_id}/pings
/repos/{owner}/{repo}/assignees,/repos/{owner}/{repo}/autolinks
/en/rest/actions,/en/rest/pulls
/repos/{owner}/{repo},/repos/{owner}/{repo}/actions/variables
/repos/{owner}/{repo}/branches,/repos/{owner}/{repo}/installation
/repos/{owner}/{repo},/repos/{owner}/{repo}/releases/assets/{asset_id}
/repos/{owner}/{repo}/license,/repos/{owner}/{repo}/rulesets
/repos/{owner}/{repo}/branches/{branch}/protection/restrictions,/repos/{owner}/{repo}/branches/{branch}/protection/required_status_checks
/repos/{owner}/{repo}/forks,/repos/{owner}/{repo}/deployments
/en/rest/markdown,/en/rest/gitignore
/en/rest/branches/branches,/en/rest/branches
/user,/users/{username}/installation
/en/rest/interactions,/en/rest/authentication
/octocat,/repositories
/en/rest/commits,/en/rest/commits/commits
/en/rest/orgs/rule-suites,/en/rest/orgs/webhooks
/orgs/{org}/issues,/orgs/{org}/installation
/en/rest,/en/rest/orgs/blocking
/repos/{owner}/{repo}/pulls/comments/{comment_id}/reactions/{reaction_id},/repos/{owner}/{repo}/pulls
/repos/{owner}/{repo}/actions/runners/{runner_id}/labels,/repos/{owner}/{repo}/actions/runners
/user/teams,/user/marketplace_purchases
/en/rest/using-the-rest-api/troubleshooting-the-rest-api,/en/rest
/app/hook/deliveries/{delivery_id},/app/hook/deliveries
/repos/{owner}/{repo}/issues/{issue_number}/labels,/repos/{owner}/{repo}/issues/{issue_number}/comments
/en/rest/users/users,/en/rest/users/ssh-signing-keys
/repos/{owner}/{repo}/languages,/repos/{owner}/{repo}/deployments
/en/rest/migrations/orgs,/en/rest/migrations/users
/orgs/{org}/organization-roles/teams/{team_slug}/{role_id},/orgs/{org}
/repos/{owner}/{repo},/repos/{owner}/{repo}/pulls/{pull_number}/codespaces
/en/rest/deploy-keys,/en/rest/meta
/orgs/{org}/codespaces,/orgs/{org}/blocks
/orgs/{org}/packages,/orgs/{org}/personal-access-token-requests
/repos/{owner}/{repo}/pulls,/repos/{owner}/{repo}/comments
/en/rest/actions/workflow-jobs,/en/rest/actions/workflows
/user/keys,/user/{account_id}
/repos/{owner}/{repo}/dispatches,/repos/{owner}/{repo}/license
/repos/{owner}/{repo}/pulls/{pull_number}/codespaces,/repos/{owner}/{repo}/pulls/{pull_number}/reviews
/repos/{owner}/{repo}/check-runs,/repos/{owner}/{repo}/check-runs/{check_run_id}
/repos/{owner}/{repo}/teams,/repos/{owner}/{repo}/subscribers
/en/rest/code-security,/en/rest/using-the-rest-api
/repos/{owner}/{repo}/hooks,/repos/{owner}/{repo}/dispatches
/users/{username}/events/public,/user
/en/rest/repos,/en/rest/meta
/en/rest/meta,/en/rest/issues
/repos/{owner}/{repo}/subscribers,/repos/{owner}/{repo}/notifications
/en/rest/classroom,/en/rest/migrations
/repos/{owner}/{repo}/teams,/repos/{owner}/{repo}/subscription
/orgs/{org}/outside_collaborators,/orgs/{org}/failed_invitations
/en/rest/code-scanning,/en/rest/gitignore
/en/rest/orgs,/en/rest/teams
/en/rest/pulls/comments,/en/rest/pulls/reviews
/en/rest/teams/discussion-comments,/en/rest/teams/teams
/meta,/issues
/en/rest/actions/artifacts,/en/rest/actions
/en/rest/activity/events,/en/rest/activity
/repos/{owner}/{repo}/check-runs,/repos/{owner}/{repo}/stargazers
/user/codespaces,/user/public_emails
/repos/{owner}/{repo}/environments,/repos/{owner}/{repo}/merge-upstream
/en/rest/about-the-rest-api/about-the-rest-api,/en/rest/about-the-rest-api/about-the-openapi-description-for-the-rest-api
/users/{username}/followers,/users/{username}/events
/en/rest/codes-of-conduct,/en/rest/search
/repos/{owner}/{repo}/security-advisories,/repos/{owner}/{repo}/keys
/repos/{owner}/{repo}/readme,/repos/{owner}/{repo}/subscription
/en/rest/code-security,/en/rest/checks
/user/interaction-limits,/user/following
/repos/{owner}/{repo}/actions/runners/generate-jitconfig,/repos/{owner}/{repo}/actions/runners/{runner_id}
/repos/{owner}/{repo}/license,/repos/{owner}/{repo}/contributors
/repos/{owner}/{repo}/hooks,/repos/{owner}/{repo}/topics
/en/rest/activity,/en/rest/teams
/en/rest/migrations,/en/rest/gitignore
/orgs/{org}/teams/{team_slug}/projects,/orgs/{org}/teams/{team_slug}/projects/{project_id}
/en/rest/using-the-rest-api,/en/rest/codespaces
/feeds,/events
/repos/{owner}/{repo}/actions/workflows/{workflow_id},/repos/{owner}/{repo}/actions/workflows/{workflow_id}/timing
/repos/{owner}/{repo}/stats/commit_activity,/repos/{owner}/{repo}/stats/punch_card
/user/migrations/{migration_id}/repositories,/user/migrations/{migration_id}
/en/rest/actions/variables,/en/rest/actions/workflows
/repos/{owner}/{repo}/actions/caches/{cache_id},/repos/{owner}/{repo}
/users/{username}/attestations/{subject_digest},/user
/en/rest/markdown,/en/rest/deployments
/users/{username}/followers,/users/{username}/repos
/repos/{owner}/{repo}/readme,/repos/{owner}/{repo}/languages
/repos/{owner}/{repo}/teams,/repos/{owner}/{repo}/projects
/gists/{gist_id}/{sha},/gists
/en/rest/commits,/en/rest/commits/statuses
/users/{username}/received_events,/users/{username}/installation
/en/rest/interactions,/en/rest/pages
/enterprises/{enterprise}/copilot/billing/seats,/enterprises/{enterprise}
/projects/{project_id}/collaborators/{username},/projects/{project_id}
/repos/{owner}/{repo}/import,/repos/{owner}/{repo}/code-security-configuration
/en/rest/security-advisories,/en/rest/code-scanning
/en/rest/users/keys,/en/rest/users/followers
/repos/{owner}/{repo}/actions/workflows/{workflow_id}/enable,/repos/{owner}/{repo}
/repos/{owner}/{repo}/branches/{branch},/repos/{owner}/{repo}/branches/{branch}/protection/restrictions/teams
/user,/users/{username}/gists
/users,/gists
/teams/{team_id}/projects/{project_id},/teams/{team_id}
/repos/{owner}/{repo}/milestones,/repos/{owner}/{repo}/attestations
/user,/users/{username}/received_events
/en/rest/collaborators,/en/rest/releases
/repos/{owner}/{repo}/branches/{branch}/protection/restrictions/users,/repos/{owner}/{repo}/branches/{branch}/protection/restrictions
/app,/applications/{client_id}/token
/repos/{owner}/{repo},/repos/{owner}/{repo}/actions/runs/{run_id}/pending_deployments
/user/starred,/user/followers
/en/rest/guides,/en/rest/guides/using-the-rest-api-to-interact-with-your-git-database
/orgs/{org}/actions/runners/{runner_id},/orgs/{org}/actions/runners/{runner_id}/labels
/repos/{owner}/{repo}/forks,/repos/{owner}/{repo}/subscribers
/users/{username}/gists,/users/{username}/keys
/user/blocks/{username},/user
/en/rest/checks,/en/rest/deployments
/en/rest/metrics,/en/rest/pages
/repos/{owner}/{repo}/projects,/repos/{owner}/{repo}
/en/rest/quickstart,/en/rest/pages
/repos/{owner}/{repo}/import/lfs,/repos/{owner}/{repo}/import/large_files
/orgs/{org}/installations,/orgs/{org}/public_members
/app,/licenses
/en/rest/git/commits,/en/rest/git/refs
/gists/{gist_id}/comments,/gists/{gist_id}/forks
/repos/{owner}/{repo}/actions/variables,/repos/{owner}/{repo}/actions/secrets
/user,/repositories
/en/rest/pulls,/en/rest/gitignore
/en/rest,/en/rest/repos/custom-properties
/en/rest/authentication/endpoints-available-for-fine-grained-personal-access-tokens,/en/rest/authentication
/user/codespaces/secrets/{secret_name}/repositories,/user/codespaces
/users/{username}/settings/billing/actions,/user
/repos/{owner}/{repo},/repos/{owner}/{repo}/codespaces/secrets
/repos/{owner}/{repo}/pages,/repos/{owner}/{repo}/pages/health
/en/rest/projects,/en/rest/deployments
/en/rest/pulls/comments,/en/rest/pulls
/en/rest/markdown,/en/rest/apps
/repos/{owner}/{repo}/merge-upstream,/repos/{owner}/{repo}/forks
/repos/{owner}/{repo}/pulls/{pull_number}/merge,/repos/{owner}/{repo}/pulls/{pull_number}/comments
/en/rest,/en/rest/pages
/en/rest/pages,/en/rest/code-security
/user/packages,/user/emails
/orgs/{org}/projects,/orgs/{org}/invitations
/en/rest/using-the-rest-api/timezones-and-the-rest-api,/en/rest/using-the-rest-api/best-practices-for-using-the-rest-api
/en/rest/dependency-graph,/en/rest/packages
/repos/{owner}/{repo}/teams,/repos/{owner}/{repo}/autolinks
/repos/{owner}/{repo},/repos/{owner}/{repo}/codespaces/secrets/{secret_name}
/repos/{owner}/{repo}/activity,/repos/{owner}/{repo}/transfer
/repos/{owner}/{repo}/installation,/repos/{owner}/{repo}/subscription
/en/rest/repos,/en/rest/guides
/en/rest/codespaces/repository-secrets,/en/rest/codespaces/secrets
/repos/{owner}/{repo}/properties/values,/repos/{owner}/{repo}
/repos/{owner}/{repo}/commits,/repos/{owner}/{repo}/teams
/en/rest/issues,/en/rest/emojis
/repos/{owner}/{repo}/milestones/{milestone_number}/labels,/repos/{owner}/{repo}/milestones
/orgs/{org}/teams/{team_slug}/projects/{project_id},/orgs/{org}/teams/{team_slug}/projects
/en/rest/guides/working-with-comments,/en/rest/guides/using-the-rest-api-to-interact-with-checks
/en/rest/orgs/orgs,/en/rest/orgs
/orgs/{org}/interaction-limits,/orgs/{org}/installation
/en/rest/activity,/en/rest/reactions
/repos/{owner}/{repo}/actions/runs,/repos/{owner}/{repo}/actions/organization-variables
/repos/{owner}/{repo}/actions/runs/{run_id}/artifacts,/repos/{owner}/{repo}/actions/runs
/repos/{owner}/{repo},/repos/{owner}/{repo}/git/tags
/user,/users/{username}/orgs
/repos/{owner}/{repo},/repos/{owner}/{repo}/actions/caches/{cache_id}
/repos/{owner}/{repo}/stats/code_frequency,/repos/{owner}/{repo}
/user/following,/user/repos
/repos/{owner}/{repo}/tags,/repos/{owner}/{repo}/attestations
/repos/{owner}/{repo}/autolinks,/repos/{owner}/{repo}/assignees
/repos/{owner}/{repo}/branches,/repos/{owner}/{repo}/contributors
/repos/{owner}/{repo}/environments/{environment_name}/secrets,/repos/{owner}/{repo}/environments/{environment_name}/secrets/{secret_name}
/repos/{owner}/{repo}/hooks/{hook_id},/repos/{owner}/{repo}/hooks
/en/rest/projects,/en/rest/issues
/repos/{owner}/{repo}/teams,/repos/{owner}/{repo}/tags
/en/rest/deploy-keys,/en/rest/actions
/en/rest/apps,/en/rest/commits
/en/rest/emojis,/en/rest/commits
/en/rest/reactions,/en/rest/activity
/user/gpg_keys,/user/social_accounts
/repos/{owner}/{repo}/activity,/repos/{owner}/{repo}/milestones
/users/{username}/gpg_keys,/users/{username}/packages
/repos/{owner}/{repo}/actions/runs/{run_id}/cancel,/repos/{owner}/{repo}/actions/runs
/repos/{owner}/{repo}/commits/{commit_sha}/branches-where-head,/repos/{owner}/{repo}/commits/{commit_sha}/comments
/en/rest/using-the-rest-api/issue-event-types,/en/rest/using-the-rest-api/github-event-types
/user/blocks,/user/keys
/orgs/{org}/rulesets,/orgs/{org}/security-managers
/repos/{owner}/{repo}/actions/permissions,/repos/{owner}/{repo}/actions/caches
/user,/user/packages/{package_type}/{package_name}/versions/{package_version_id}/restore
/en/rest/security-advisories,/en/rest/reactions
/repos/{owner}/{repo}/dispatches,/repos/{owner}/{repo}/contributors
/app/installations/{installation_id}/suspended,/app
/en/rest/releases,/en/rest/licenses
/repos/{owner}/{repo}/collaborators,/repos/{owner}/{repo}/comments
/repos/{owner}/{repo}/contributors,/repos/{owner}/{repo}/private-vulnerability-reporting
/users/{username}/following,/users/{username}/followers
/repos/{owner}/{repo}/activity,/repos/{owner}/{repo}/events
/en/rest/branches,/en/rest/interactions
/repos/{owner}/{repo}/actions/jobs/{job_id}/logs,/repos/{owner}/{repo}
/en/rest/pulls/pulls,/en/rest
/repos/{owner}/{repo}/issues/{issue_number}/labels,/repos/{owner}/{repo}
/repos/{owner}/{repo}/environments/{environment_name}/deployment_protection_rules,/repos/{owner}/{repo}/environments/{environment_name}/deployment_protection_rules/apps
/repos/{owner}/{repo}/contributors,/repos/{owner}/{repo}/codespaces
/teams/{team_id}/repos,/teams/{team_id}
/orgs/{org}/outside_collaborators,/orgs/{org}/teams
/en/rest/about-the-rest-api,/en/rest/metrics
/en/rest/orgs/security-managers,/en/rest/orgs/organization-roles
/en/rest/deployments,/en/rest/teams
/en/rest/releases/assets,/en/rest/releases/releases
/en/rest,/en/rest/using-the-rest-api/github-event-types
/en/rest,/en/rest/using-the-rest-api/timezones-and-the-rest-api
/en/rest/markdown,/en/rest/copilot
/orgs/{org},/orgs/{org}/blocks/{username}
/repos/{owner}/{repo}/branches,/repos/{owner}/{repo}/forks
/repos/{owner}/{repo}/rulesets,/repos/{owner}/{repo}/teams
/en/rest/codespaces,/en/rest/orgs
/repos/{owner}/{repo}/pulls/comments/{comment_id}/reactions,/repos/{owner}/{repo}/pulls/comments/{comment_id}/reactions/{reaction_id}
/repos/{owner}/{repo}/pages/deployments/{pages_deployment_id}/cancel,/repos/{owner}/{repo}/pages/deployments/{pages_deployment_id}
/en/rest/deploy-keys,/en/rest/authentication
/repos/{owner}/{repo}/actions/runs/{run_id}/artifacts,/repos/{owner}/{repo}/actions/runs/{run_id}/pending_deployments
/en/rest/orgs/custom-properties,/en/rest/orgs/organization-roles
/repos/{owner}/{repo}/topics,/repos/{owner}/{repo}/rulesets
/en/rest/pulls,/en/rest/repos
/users/{username}/settings/billing/packages,/users/{username}/settings/billing/actions
/orgs/{org}/rulesets/rule-suites/{rule_suite_id},/orgs/{org}/rulesets/rule-suites
/user/public_emails,/user/repository_invitations
/en/rest/teams/members,/en/rest/teams/teams
/repos/{owner}/{repo}/branches/{branch}/protection/restrictions,/repos/{owner}/{repo}/branches/{branch}/protection/restrictions/apps
/orgs/{org}/teams,/orgs/{org}/teams/{team_slug}/discussions/{discussion_number}/comments/{comment_number}
/orgs/{org}/installations,/orgs/{org}/teams
/repos/{owner}/{repo}/actions/workflows/{workflow_id}/dispatches,/repos/{owner}/{repo}/actions/workflows/{workflow_id}/timing
/en/rest/billing,/en/rest/projects
/user/codespaces/{codespace_name},/user/codespaces
/repos/{owner}/{repo}/code-security-configuration,/repos/{owner}/{repo}/languages
/en/rest/gists/gists,/en/rest
/repos/{owner}/{repo}/pages/builds,/repos/{owner}/{repo}/pages/builds/latest
/users/{username}/settings/billing/shared-storage,/users/{username}
/repos/{owner}/{repo}/actions/workflows,/repos/{owner}/{repo}/actions/variables
/en/rest/apps/marketplace,/en/rest/apps/oauth-applications
/gists/public,/gists
/en/rest/orgs,/en/rest/orgs/members
/repos/{owner}/{repo}/pulls,/repos/{owner}/{repo}/issues
/repos/{owner}/{repo}/vulnerability-alerts,/repos/{owner}/{repo}/check-runs
/en/rest/rate-limit,/en/rest/codespaces
/repos/{owner}/{repo}/readme,/repos/{owner}/{repo}/commits
/user/blocks,/user/ssh_signing_keys
/classrooms/{classroom_id},/classrooms/{classroom_id}/assignments
/orgs/{org}/security-managers,/orgs/{org}/security-managers/teams/{team_slug}
/repos/{owner}/{repo}/license,/repos/{owner}/{repo}/import
/repos/{owner}/{repo}/private-vulnerability-reporting,/repos/{owner}/{repo}/labels
/users/{username}/received_events,/users/{username}/ssh_signing_keys
/repos/{owner}/{repo}/pulls/{pull_number}/reviews/{review_id},/repos/{owner}/{repo}/pulls/{pull_number}/reviews/{review_id}/comments
/user/codespaces,/user/codespaces/{codespace_name}/start
/en/rest/checks,/en/rest/actions
/en/rest/users/ssh-signing-keys,/en/rest
/projects/columns/{column_id}/cards,/projects/columns/{column_id}/moves
/en/rest/branches,/en/rest/emojis
/en/rest/guides/rendering-data-as-graphs,/en/rest/guides/encrypting-secrets-for-the-rest-api
/en/rest/commits,/en/rest/dependency-graph
/en/rest/markdown/markdown,/en/rest
/en/rest/collaborators/invitations,/en/rest
/repos/{owner}/{repo}/actions/permissions,/repos/{owner}/{repo}/actions/permissions/selected-actions
/notifications,/notifications/threads/{thread_id}/subscription
/repos/{owner}/{repo}/check-suites,/repos/{owner}/{repo}/readme
/en/rest/metrics,/en/rest/rate-limit
/en/rest/metrics,/en/rest/branches
/users/{username}/packages/{package_type}/{package_name}/versions/{package_version_id},/users/{username}/packages/{package_type}/{package_name}/versions
/repos/{owner}/{repo}/rulesets,/repos/{owner}/{repo}/comments
/en/rest/apps,/en/rest/repos
/en/rest/checks,/en/rest/deploy-keys
/en/rest/authentication/keeping-your-api-credentials-secure,/en/rest/authentication
/repos/{owner}/{repo}/hooks,/repos/{owner}/{repo}/private-vulnerability-reporting
/orgs/{org}/migrations/{migration_id}/archive,/orgs/{org}/migrations/{migration_id}
/en/rest/authentication,/en/rest/licenses
/repos/{owner}/{repo}/environments,/repos/{owner}/{repo}/automated-security-fixes
/orgs/{org}/teams/{team_slug}/invitations,/orgs/{org}/teams/{team_slug}/projects
/repos/{owner}/{repo}/automated-security-fixes,/repos/{owner}/{repo}/codespaces
/en/rest/migrations,/en/rest/apps
/en/rest/codes-of-conduct,/en/rest/interactions
/users/{username}/orgs,/users/{username}/gpg_keys
/repos/{owner}/{repo}/pulls/{pull_number}/reviews/{review_id}/dismissals,/repos/{owner}/{repo}/pulls/{pull_number}/reviews/{review_id}/events
/repos/{owner}/{repo},/repos/{owner}/{repo}/actions/permissions/selected-actions
/repos/{owner}/{repo}/releases,/repos/{owner}/{repo}/issues
/user/codespaces/{codespace_name}/exports/{export_id},/user
/user/issues,/user/interaction-limits
/repos/{owner}/{repo}/license,/repos/{owner}/{repo}/assignees
/repos/{owner}/{repo}/releases/{release_id}/assets,/repos/{owner}/{repo}/releases/{release_id}
/repos/{owner}/{repo}/environments,/repos/{owner}/{repo}/license
/en/rest/users/keys,/en/rest/users/ssh-signing-keys
/repos/{owner}/{repo}/subscribers,/repos/{owner}/{repo}/deployments
/en/rest/deployments,/en/rest/orgs
/advisories,/markdown
/organizations,/zen
/repos/{owner}/{repo}/codespaces,/repos/{owner}/{repo}/import
/en/rest,/en/rest/issues/comments
/repos/{owner}/{repo}/tags,/repos/{owner}/{repo}/license
/repos/{owner}/{repo}/actions/runs/{run_id},/repos/{owner}/{repo}/actions/runs/{run_id}/deployment_protection_rule
/user/public_emails,/user/keys
/en/rest/gitignore,/en/rest/codespaces
/user/issues,/user/projects
/repos/{owner}/{repo}/pulls/comments/{comment_id},/repos/{owner}/{repo}/pulls/comments/{comment_id}/reactions
/en/rest/users,/en/rest/security-advisories
/repos/{owner}/{repo}/environments/{environment_name}/secrets/{secret_name},/repos/{owner}/{repo}/environments/{environment_name}/secrets
/repos/{owner}/{repo}/releases/tags/{tag},/repos/{owner}/{repo}
/orgs/{org}/outside_collaborators,/orgs/{org}/projects
/repos/{owner}/{repo},/repos/{owner}/{repo}/environments/{environment_name}/deployment_protection_rules/{protection_rule_id}
/repos/{owner}/{repo}/branches,/repos/{owner}/{repo}/commits
/en/rest/markdown,/en/rest/meta
/en/rest/about-the-rest-api,/en/rest/commits
/repos/{owner}/{repo}/deployments,/repos/{owner}/{repo}/merges
/user/marketplace_purchases,/user/migrations
/en/rest/activity,/en/rest/migrations
/en/rest/repos,/en/rest/quickstart
/repos/{owner}/{repo}/subscription,/repos/{owner}/{repo}/branches
/repos/{owner}/{repo}/actions/runs/{run_id}/rerun,/repos/{owner}/{repo}/actions/runs/{run_id}/timing
/en/rest/gitignore,/en/rest/classroom
/repos/{owner}/{repo}/security-advisories,/repos/{owner}/{repo}/merge-upstream
/en/rest/using-the-rest-api/libraries-for-the-rest-api,/en/rest/using-the-rest-api/getting-started-with-the-rest-api
/repos/{owner}/{repo}/teams,/repos/{owner}/{repo}/collaborators
/repos/{owner}/{repo}/actions/secrets/public-key,/repos/{owner}/{repo}
/repos/{owner}/{repo}/transfer,/repos/{owner}/{repo}/tags
/repos/{owner}/{repo}/actions/artifacts,/repos/{owner}/{repo}/actions/permissions
/repos/{owner}/{repo}/actions/runs/{run_id}/approve,/repos/{owner}/{repo}/actions/runs/{run_id}/cancel
/repos/{owner}/{repo}/interaction-limits,/repos/{owner}/{repo}/forks
/en/rest/codes-of-conduct,/en/rest/teams
/repos/{owner}/{repo}/labels,/repos/{owner}/{repo}/interaction-limits
/en/rest/projects,/en/rest/using-the-rest-api
/en/rest/rate-limit,/en/rest/quickstart
/user/migrations,/user/installations
/en/rest/using-the-rest-api/rate-limits-for-the-rest-api,/en/rest/using-the-rest-api
/orgs/{org}/code-security/configurations/defaults,/orgs/{org}
/en/rest/licenses,/en/rest/apps
/repos/{owner}/{repo}/pages,/repos/{owner}/{repo}/autolinks
/en/rest/classroom,/en/rest/actions
/repos/{owner}/{repo}/transfer,/repos/{owner}/{repo}
/en/rest/using-the-rest-api,/en/rest/branches
/repos/{owner}/{repo}/notifications,/repos/{owner}/{repo}/merge-upstream
/repos/{owner}/{repo}/issues,/repos/{owner}/{repo}/issues/events/{event_id}
/en/rest/orgs/security-managers,/en/rest/orgs/orgs
