API,Hidden API
/providers/Microsoft.Cdn/profiles,/providers/Microsoft.Cdn
/meta,/azurerekusto/
/zen,/communication/
/resourceGroups/{resourceGroupName}/providers/Microsoft.Web/sites/{name}/deploymentStatus/{deploymentStatusId},/resourceGroups/{resourceGroupName}/providers/Microsoft.Web/sites
/servicefabric/v82/sfclient-v82-model-autoscalingtriggerkind,/servicefabric/v82/sfclient-v82-api-movesecondaryreplica
/servicefabric/v82/sfclient-v82-api-backuppartition,/servicefabric/v82/sfclient-v82-model-deployedcodepackageinfo
/stackhci/guest-agent,/stackhci/publishers
/servicefabric/sfclient-model-diskinfo,/servicefabric/sfclient-model-restartdeployedcodepackagedescription
/en/rest/billing,/en/rest/classroom
/servicefabric/v82/sfclient-v82-model-replicahealthstatefilter,/servicefabric/v82/sfclient-v82-model-containercodepackageproperties
/servicefabric/sfclient-api-getdeployedservicereplicainfolist,/servicefabric/sfclient-api-getclusterversion
/servicefabric/sfclient-model-propertybatchoperation,/servicefabric/sfclient-model-pagedserviceinfolist
/servicefabric/sfclient-api-createservice,/servicefabric/sfclient-model-guidpropertyvalue
/servicefabric/sfrp-2017-07-01-preview-api-applications_get,/servicefabric/sfclient-model-pagedgatewayresourcedescriptionlist
/repos/{owner}/{repo}/codespaces/secrets,/repos/{owner}/{repo}/codespaces
/resource-manager/confidentialledger/operations/list,/resource-manager/confidentialledger
/zen,/versions
/servicefabric/v82/sfclient-v82-model-startclusterupgradedescription,/servicefabric/v82/sfclient-v82-api-reportpartitionhealth
/en/rest/guides,/en/rest
/resourceGroups/{resourceGroupName}/providers/Microsoft.Workloads/monitors/{monitorName}/sapLandscapeMonitor/default,/resourceGroups/{resourceGroupName}/providers/Microsoft.Workloads/monitors/{monitorName}
/emojis,/gists
/resourceGroups/{resourceGroupName}/providers/Microsoft.Network/bastionHosts,/resourceGroups/{resourceGroupName}/providers/Microsoft.Network/networkProfiles
/orgs/{org}/actions/cache/usage,/orgs/{org}/actions/cache/usage-by-repository
/repos/{owner}/{repo},/repos/{owner}/{repo}/actions/runs/{run_id}/logs
/servicefabric/sfclient-model-servicetypeextensiondescription,/servicefabric/sfclient-model-seednodesafetycheck
/resourceGroups/{resourceGroupName}/providers/Microsoft.Network/firewallPolicies/{firewallPolicyName}/firewallPolicyDrafts/default,/resourceGroups
/en/rest/checks,/en/rest/emojis
/servicefabric/sfrp-2017-07-01-preview-api-applicationtypes_create,/servicefabric/sfrp-model-diagnosticsstorageaccountconfig
/user/codespaces/secrets/public-key,/user
/resourceGroups/{resourceGroupName}/providers/Microsoft.Sql/servers/{serverName}/databases,/resourceGroups/{resourceGroupName}/providers/Microsoft.Sql/servers/{serverName}/databases/{databaseName}/restorePoints
/policy/policy-assignments/update-by-id,/policy
/repos/{owner}/{repo}/installation,/repos/{owner}/{repo}/import
/enterprises/{enterprise}/dependabot/alerts,/enterprises/{enterprise}
/repos/{owner}/{repo}/subscribers,/repos/{owner}/{repo}/attestations
/en/rest/orgs,/en/rest/users
/repos/{owner}/{repo}/releases,/repos/{owner}/{repo}/pulls
/en/rest/teams,/en/rest/dependabot
/appservice/web-apps/create-instance-ms-deploy-operation,/appservice/web-apps/get-site-connection-string-key-vault-reference-slot
/en/rest,/en/rest/pages/pages
/repos/{owner}/{repo}/deployments,/repos/{owner}/{repo}/contributors
/servicefabric/v82/sfclient-v82-api-reportpartitionhealth,/servicefabric/v82/sfclient-v82-model-backuppolicyscope
/servicefabric/sfmeshrp-api-replica_listbyservicename,/servicefabric/sfclient-model-autoscalingresourcemetric
/user/codespaces,/user
/repos/{owner}/{repo}/actions/permissions/selected-actions,/repos/{owner}/{repo}
/repos/{owner}/{repo}/actions/organization-secrets,/repos/{owner}/{repo}/actions/caches
/en/rest/quickstart,/en/rest/collaborators
/appservice/web-apps/list-process-threads,/appservice/web-apps/create-instance-ms-deploy-operation-slot
/en/rest/code-scanning,/en/rest/migrations
/servicefabric/sfclient-model-restorepartitiondescription,/servicefabric/sfclient-api-getpartitionhealth
/servicefabric/v82/sfclient-v82-model-waitforinbuildreplicasafetycheck,/servicefabric/v82/sfclient-v82-api-updaterepairexecutionstate
/orgs/{org}/personal-access-token-requests,/orgs/{org}/codespaces
/orgs/{org},/orgs/{org}/members/{username}/codespaces
/repos/{owner}/{repo},/repos/{owner}/{repo}/actions/jobs/{job_id}
/frontdoor/,/versions
/providers/Microsoft.Network/routeTables,/providers/Microsoft.Network/bgpServiceCommunities
/appservice/web-apps/list-hybrid-connections,/appservice/web-apps/stop-continuous-web-job-slot
/servicefabric/sfrp-2017-07-01-preview-api-applicationtypes_create,/servicefabric/sfclient-model-pagedserviceinfolist
/servicefabric/sfclient-model-httpconfig,/servicefabric/sfclient-api-updatepartitionload
/orgs/{org}/security-advisories,/orgs/{org}/interaction-limits
/servicefabric/sfclient-api-rollbackapplicationupgrade,/servicefabric/sfclient-model-waitforprimaryplacementsafetycheck
/servicefabric/sfclient-model-upgradedomaindeltanodescheckhealthevaluation,/servicefabric/sfrp-2017-07-01-preview-api-applicationtypeversions_get
/repos/{owner}/{repo}/code-scanning/codeql/variant-analyses/{codeql_variant_analysis_id},/repos/{owner}/{repo}
/en/rest/deploy-keys,/en/rest/checks
/repos/{owner}/{repo}/actions/artifacts,/repos/{owner}/{repo}/actions/permissions
/azureml/environment-versions/list,/azureml
/servicefabric/sfclient-model-safetycheckwrapper,/servicefabric/sfclient-api-createservice
/servicefabric/v82/sfclient-v82-model-chaoseventkind,/servicefabric/v82/sfclient-v82-model-clusterhealthpolicy
/repos/{owner}/{repo}/comments,/repos/{owner}/{repo}/merges
/en/rest/repos/tags,/en/rest/repos/autolinks
/datamigration/tasks/delete,/datamigration/tasks/list
/servicefabric/v82/sfclient-v82-api-getcorrelatedeventlist,/servicefabric/v82/sfclient-v82-model-statelessserviceinfo
/hybridcontainer/virtual-networks/list-by-resource-group,/hybridcontainer/virtual-networks
/repos/{owner}/{repo}/labels,/repos/{owner}/{repo}/installation
/repos/{owner}/{repo}/invitations,/repos/{owner}/{repo}/merges
/servicefabric/v82/sfclient-v82-model-restorestate,/servicefabric/v82/sfclient-v82-model-restartpartitionresult
/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/settings,/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/tagResources
/repos/{owner}/{repo}/actions/caches,/repos/{owner}/{repo}/actions/permissions
/en/rest/meta,/en/rest/emojis
/servicefabric/v82/sfclient-v82-model-deployedcodepackageinfo,/servicefabric/v82/sfclient-v82-model-partitionprimarymoveanalysisevent
/questionanswering/question-answering-projects/get-qnas,/questionanswering/question-answering-projects/get-deploy-status
/network-gateway/,/models
/servicefabric/sfrp-model-operationresult,/servicefabric/sfclient-model-partitionreconfiguredevent
/repos/{owner}/{repo}/transfer,/repos/{owner}/{repo}/readme
/servicefabric/sfclient-model-nodeupevent,/servicefabric/sfclient-api-getnameexistsinfo
/repos/{owner}/{repo}/invitations,/repos/{owner}/{repo}/labels
/servicefabric/sfclient-model-deployedservicepackagehealthreportexpiredevent,/servicefabric/sfclient-api-getchaosevents
/appservice/web-apps/delete-vnet-connection-slot,/appservice/web-apps/list-public-certificates
/servicefabric/v82/sfclient-v82-model-startclusterupgradedescription,/servicefabric/v82/sfclient-v82-model-networkresourcedescription
/servicefabric/sfclient-model-guidpropertyvalue,/servicefabric/sfrp-2017-07-01-preview-model-applicationhealthpolicy
/en/rest/code-security,/en/rest/pulls
/servicefabric/sfclient-model-pagedgatewayresourcedescriptionlist,/servicefabric/sfclient-model-partitionreconfiguredevent
/repos/{owner}/{repo}/actions/permissions,/repos/{owner}/{repo}
/resourceGroups/{resourceGroupName}/providers/Microsoft.Automation/automationAccounts/{automationAccountName}/modules,/resourceGroups/{resourceGroupName}/providers/Microsoft.Automation/automationAccounts/{automationAccountName}/connectionTypes
/user,/user/codespaces/secrets
/servicefabric/sfclient-index-replica,/servicefabric/sfclient-model-partitionreconfiguredevent
/repos/{owner}/{repo}/dispatches,/repos/{owner}/{repo}/invitations
/servicefabric/sfclient-model-clusterupgradehealthpolicyobject,/servicefabric/sfclient-model-statelessserviceinstancehealthstate
/repos/{owner}/{repo}/actions/runs,/repos/{owner}/{repo}/actions/runs/{run_id}/attempts/{attempt_number}/jobs
/search/topics,/search/code
/repos/{owner}/{repo}/stargazers,/repos/{owner}/{repo}/readme
/users/{username}/packages/{package_type}/{package_name}/versions,/users
/en/rest,/en/rest/deployments/branch-policies
/network-gateway/,/classrooms
/en/rest/billing,/en/rest/apps
/repos/{owner}/{repo},/repos/{owner}/{repo}/dependency-graph/compare/{basehead}
/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/schemas,/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/tagResources
/servicefabric/sfmeshrp-model-volumeproperties,/servicefabric/sfclient-api-getpartitionhealth
/servicefabric/sfclient-api-getpartitionhealth,/servicefabric/sfclient-model-seednodesafetycheck
/en/rest/about-the-rest-api,/en/rest/code-security
/orgs/{org}/teams,/orgs/{org}/blocks
/repos/{owner}/{repo},/repos/{owner}/{repo}/invitations
/repos/{owner}/{repo}/pulls,/repos/{owner}/{repo}/private-vulnerability-reporting
/en/rest/billing,/en/rest/codes-of-conduct
/media/tracks/get,/media
/servicefabric/v82/sfclient-v82-model-httphostconfig,/servicefabric/v82/sfclient-v82-model-startclusterupgradedescription
/servicefabric/sfrp-model-diagnosticsstorageaccountconfig,/servicefabric/sfclient-model-servicetypeextensiondescription
/user/teams,/user/following
/resourceGroups/{resourceGroupName}/providers/Microsoft.Network/frontDoors,/resourceGroups/{resourceGroupName}/providers/Microsoft.Network/ApplicationGatewayWebApplicationFirewallPolicies
/repos/{owner}/{repo}/environments,/repos/{owner}/{repo}/environments/{environment_name}/variables/{name}
/communication/,/{roleAssignmentId}
/repos/{owner}/{repo}/languages,/repos/{owner}/{repo}/transfer
/repos/{owner}/{repo}/branches,/repos/{owner}/{repo}/contributors
/en/rest/branches/branches,/en/rest/branches/branch-protection
/servicefabric/v82/sfclient-v82-api-startnodetransition,/servicefabric/v82/sfclient-v82-model-chaosstoppedevent
/repos/{owner}/{repo}/secret-scanning/alerts/{alert_number},/repos/{owner}/{repo}/secret-scanning/alerts
/servicefabric/v82/sfclient-v82-model-fileinfo,/servicefabric/v82/sfclient-v82-api-getchaosschedule
/frontdoor/,/azurequantum/
/servicefabric/v82/sfclient-v82-api-getclusterhealthchunkusingpolicyandadvancedfilters,/servicefabric/v82/sfclient-v82-model-applicationcontainerinstanceexitedevent
/site-recovery/replication-vault-setting,/site-recovery/replication-eligibility-results
/repos/{owner}/{repo}/attestations,/repos/{owner}/{repo}/milestones
/{subdomain}.{baseDomain}/api/devices,/{subdomain}.{baseDomain}/api/devices/{deviceId}/components/{componentName}/telemetry/{telemetryName}
/repos/{owner}/{repo}/actions/workflows/{workflow_id}/runs,/repos/{owner}/{repo}
/servicefabric/v82/sfclient-v82-model-partitionanalysisevent,/servicefabric/v82/sfclient-v82-model-chaoseventkind
/servicefabric/v82/sfclient-v82-model-chaostargetfilter,/servicefabric/v82/sfclient-v82-api-movesecondaryreplica
/appservice/domains/list-recommendations,/appservice/domains/delete-ownership-identifier
/authorization/role-definitions/get,/authorization
/repos/{owner}/{repo}/milestones,/repos/{owner}/{repo}/assignees
/providers/Microsoft.Network/routeTables,/providers/Microsoft.Network/expressRouteCircuits
/en/rest,/en/rest/using-the-rest-api/timezones-and-the-rest-api
/virtualnetwork/public-ip-prefixes,/virtualnetwork/resource-navigation-links
/events,/rate_limit
/servicefabric/sfmeshrp-api-volume_listbysubscription,/servicefabric/sfclient-model-upgradedomaindeltanodescheckhealthevaluation
/user/codespaces/{codespace_name}/stop,/user
/repos/{owner}/{repo}/pulls/{pull_number}/files,/repos/{owner}/{repo}/pulls/{pull_number}/reviews
/resourceGroups/{groupName}/providers/Microsoft.DataMigration/services/{serviceName}/projects/{projectName}/tasks,/resourceGroups/{groupName}/providers/Microsoft.DataMigration/services/{serviceName}/projects/{projectName}
/repos/{owner}/{repo}/environments,/repos/{owner}/{repo}/environments/{environment_name}/secrets/{secret_name}
/repos/{owner}/{repo}/codespaces,/repos/{owner}/{repo}/merges
/orgs/{org}/actions/runners/generate-jitconfig,/orgs/{org}/actions/runners/registration-token
/repos/{owner}/{repo}/issues/{issue_number}/reactions/{reaction_id},/repos/{owner}/{repo}/issues/{issue_number}/reactions
/en/rest/codes-of-conduct,/en/rest/orgs
/servicefabric/sfclient-model-entrypointstatus,/servicefabric/sfclient-model-statelessserviceinstancehealthstate
/cdn/origin-groups/delete,/cdn
/servicefabric/v82/sfclient-v82-model-containerevent,/servicefabric/v82/sfclient-v82-model-replicainfo
/en/rest/packages,/en/rest/security-advisories
/en/rest/migrations,/en/rest/pages
/resourceGroups/{resourceGroupName}/providers/Microsoft.Network/virtualWans,/resourceGroups/{resourceGroupName}/providers/Microsoft.Network/publicIPAddresses
/dns/dnsresolver/inbound-endpoints/get,/dns/dnsresolver/inbound-endpoints
/servicefabric/sfclient-api-rollbackapplicationupgrade,/servicefabric/sfrp-2017-07-01-preview-api-applications_get
/servicefabric/sfmeshrp-api-replica_listbyservicename,/servicefabric/sfclient-model-updateclusterupgradedescription
/servicefabric/sfclient-model-environmentvariabletype,/servicefabric/sfclient-model-nodedeactivatestartedevent
/orgs/{org}/rulesets,/orgs/{org}/hooks
/{denyAssignmentId},/app
/repos/{owner}/{repo}/keys,/repos/{owner}/{repo}/check-suites
/en/rest/about-the-rest-api,/en/rest/security-advisories
/resourceGroups/{resourceGroupName}/providers/Microsoft.DataReplication/replicationVaults/{vaultName}/events,/resourceGroups/{resourceGroupName}/providers/Microsoft.DataReplication/replicationVaults/{vaultName}/replicationPolicies
/projects/{project_id}/collaborators,/projects/{project_id}
/user/repository_invitations,/user/projects
/organizations,/{roleAssignmentId}
/{endpoint}/contentmoderator/lists/v1.0/termlists/{listId},/{endpoint}/contentmoderator/lists/v1.0
/user/repository_invitations,/user/following
/apimanagement/api,/apimanagement/api-policy
/servicefabric/v82/sfclient-v82-model-diskinfo,/servicefabric/v82/sfclient-v82-api-movesecondaryreplica
/servicefabric/v82/sfclient-v82-api-getapplicationtypeinfolistbyname,/servicefabric/v82/sfclient-v82-model-usageinfo
/en/rest/branches,/en/rest/about-the-rest-api
/repos/{owner}/{repo}/issues/events,/repos/{owner}/{repo}
/servicefabric/sfclient-model-guidpropertyvalue,/servicefabric/sfrp-2017-07-01-preview-api-applicationtypes_create
/resourceGroups/{resourceGroupName}/providers/Microsoft.OperationalInsights/workspaces/{workspaceName}/providers/Microsoft.SecurityInsights/metadata/{metadataName},/resourceGroups
/servicefabric/sfmeshrp-model-volumeproperties,/servicefabric/sfrp-model-clustercodeversionslistresult
/servicefabric/sfclient-model-failedpropertybatchinfo,/servicefabric/sfclient-model-waitforprimaryplacementsafetycheck
/en/rest/billing,/en/rest/dependabot
/servicefabric/sfclient-model-statelessservicedescription,/servicefabric/sfclient-api-updatepartitionload
/servicefabric/sfclient-model-servicetypeextensiondescription,/servicefabric/sfclient-model-diskinfo
/servicefabric/sfclient-model-backupstate,/servicefabric/sfclient-api-getchaosschedule
/servicefabric/v82/sfclient-v82-model-nodehealth,/servicefabric/v82/sfclient-v82-api-disablepartitionbackup
/datasets,/azurerekusto/
/{endpoint}/datasources,/{endpoint}/farm-equipments
/repos/{owner}/{repo}/git/blobs,/repos/{owner}/{repo}/git/tags
/orgs/{org},/orgs/{org}/hooks/{hook_id}/config
/servicefabric/sfclient-model-state,/servicefabric/sfrp-model-clustercodeversionslistresult
/repos/{owner}/{repo}/tags,/repos/{owner}/{repo}/tags/protection
/repos/{owner}/{repo},/repos/{owner}/{repo}/pulls/comments
/resourceGroups/{resourceGroupName}/providers/Microsoft.Media/mediaServices/{accountName}/transforms/{transformName},/resourceGroups/{resourceGroupName}
/servicefabric/sfclient-model-propertybatchoperation,/servicefabric/sfrp-model-clustercodeversionslistresult
/providers/Microsoft.ManagedServices/marketplaceRegistrationDefinitions/{marketplaceIdentifier},/providers/Microsoft.ManagedServices
/servicefabric/sfmeshrp-api-network_get,/servicefabric/sfclient-api-createservice
/servicefabric/sfrp-2017-07-01-preview-api-applicationtypeversions_get,/servicefabric/sfrp-model-operationresult
/resourceGroups/{resourceGroupName}/providers/Microsoft.Network/NetworkExperimentProfiles/{profileName}/Experiments/{experimentName}/LatencyScorecard,/resourceGroups/{resourceGroupName}/providers/Microsoft.Network/NetworkExperimentProfiles/{profileName}/Experiments/{experimentName}
/users/{username},/users/{username}/docker/conflicts
/servicefabric/sfclient-api-getchaosschedule,/servicefabric/sfclient-model-httpconfig
/user/keys,/user/blocks
/servicefabric/v82/sfclient-v82-api-getpartitioninfo,/servicefabric/v82/sfclient-v82-model-fabricerrorerror
/repos/{owner}/{repo}/merge-upstream,/repos/{owner}/{repo}/pages
/resourceGroups/{resourceGroupName}/providers/Microsoft.DataShare/accounts/{accountName}/shareSubscriptions/{shareSubscriptionName}/dataSetMappings/{dataSetMappingName},/resourceGroups/{resourceGroupName}/providers/Microsoft.DataShare/accounts
/orgs/{org}/members/{username}/codespaces/{codespace_name},/orgs/{org}/members/{username}/codespaces/{codespace_name}/stop
/keyvault/keys/get-deleted-keys,/keyvault/keys/update-key-rotation-policy
/servicefabric/sfrp-model-clustercodeversionslistresult,/servicefabric/sfclient-model-nodedeactivatestartedevent
/repos/{owner}/{repo}/milestones/{milestone_number}/labels,/repos/{owner}/{repo}/milestones/{milestone_number}
/user,/user/gpg_keys/{gpg_key_id}
/servicefabric/v82/sfclient-v82-api-getclusterhealthchunk,/servicefabric/v82/sfclient-v82-model-containercodepackageproperties
/aks/managed-clusters/list-kubernetes-versions,/aks/managed-clusters/get-command-result
/en/rest/pulls,/en/rest/quickstart
/servicefabric/sfmeshrp-api-volume_listbysubscription,/servicefabric/sfclient-model-statelessserviceinfo
/en/rest/packages,/en/rest/codes-of-conduct
/resourceGroups/{resourceGroupName}/providers/Microsoft.Web/sites/{name}/slots/{slot}/processes/{processId}/threads,/resourceGroups/{resourceGroupName}/providers/Microsoft.Web/sites
/resourceGroups/{resourceGroupName}/providers/Microsoft.Databricks/workspaces/{workspaceName}/virtualNetworkPeerings/{peeringName},/resourceGroups/{resourceGroupName}
/en/rest/pulls,/en/rest/about-the-rest-api
/site-recovery/replication-protection-containers,/site-recovery/replication-protection-containers/discover-protectable-item
/repos/{owner}/{repo}/git/refs,/repos/{owner}/{repo}/git/tags
/servicefabric/sfclient-model-getbackupbystoragequerydescription,/servicefabric/sfclient-model-nodeupevent
/repos/{owner}/{repo}/pulls,/repos/{owner}/{repo}/pulls/{pull_number}
/resourceGroups/{resourceGroupName}/providers/Microsoft.AzureSphere/catalogs/{catalogName}/certificates/{serialNumber},/resourceGroups/{resourceGroupName}/providers/Microsoft.AzureSphere/catalogs/{catalogName}
/servicefabric/v82/sfclient-v82-api-reportpartitionhealth,/servicefabric/v82/sfclient-v82-model-nodehealth
/orgs/{org}/dependabot/secrets/{secret_name}/repositories/{repository_id},/orgs/{org}
/user,/users/{username}/events
/models,/azurequantum/
/repos/{owner}/{repo}/notifications,/repos/{owner}/{repo}/labels
/user/gpg_keys,/user/emails
/servicefabric/sfclient-model-clusterupgradehealthpolicyobject,/servicefabric/sfclient-model-propertybatchinfo
/repos/{owner}/{repo}/projects,/repos/{owner}/{repo}/environments
/resourceGroups/{resourceGroupName}/providers/Microsoft.Web/sites/{name}/usages,/resourceGroups/{resourceGroupName}/providers/Microsoft.Web/sites/{name}/config
/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/tagResources,/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/schemas
/repos/{owner}/{repo}/rulesets,/repos/{owner}/{repo}/interaction-limits
/repos/{owner}/{repo}/hooks,/repos/{owner}/{repo}/merge-upstream
/frontdoor/,/issues
/organizations,/help/
/repos/{owner}/{repo}/invitations,/repos/{owner}/{repo}/notifications
/servicefabric/sfrp-2017-07-01-preview-api-applicationtypeversions_get,/servicefabric/sfclient-model-entrypointstatus
/en/rest/authentication/endpoints-available-for-github-app-installation-access-tokens,/en/rest/authentication/permissions-required-for-github-apps
/en/rest/guides/rendering-data-as-graphs,/en/rest
/azurerekusto/,/organizations
/storageservices/list-handles,/storageservices/operations-on-the-account--file-service-
/repos/{owner}/{repo}/actions/permissions/access,/repos/{owner}/{repo}/actions/permissions
/servicefabric/sfclient-model-seednodesafetycheck,/servicefabric/sfclient-model-propertybatchoperation
/servicefabric/v82/sfclient-v82-model-diskinfo,/servicefabric/v82/sfclient-v82-api-getserviceseventlist
/servicefabric/v82/sfclient-v82-model-networkresourcedescription,/servicefabric/v82/sfclient-v82-api-getcontainerseventlist
/orgs/{org}/interaction-limits,/orgs/{org}/repos
/network-watcher/,/hdinsightspark/
/repos/{owner}/{repo}/environments/{environment_name}/variables,/repos/{owner}/{repo}/environments/{environment_name}/secrets
/{roleAssignmentId},/network-watcher/
/repos/{owner}/{repo}/actions/caches,/repos/{owner}/{repo}
/appservice/web-apps/stop-continuous-web-job-slot,/appservice/web-apps/create-instance-ms-deploy-operation
/repos/{owner}/{repo}/vulnerability-alerts,/repos/{owner}/{repo}/pages
/repos/{owner}/{repo}/keys,/repos/{owner}/{repo}/license
/repos/{owner}/{repo}/stargazers,/repos/{owner}/{repo}/tags
/en/rest/pulls,/en/rest/issues
/en/rest/users,/en/rest/teams
/user/issues,/user/interaction-limits
/servicefabric/sfclient-model-probeexec,/servicefabric/sfclient-model-scheme
/repos/{owner}/{repo}/deployments,/repos/{owner}/{repo}/import
/servicefabric/v82/sfclient-v82-model-replicastatus,/servicefabric/v82/sfclient-v82-model-clusterhealthpolicy
/servicefabric/sfclient-model-propertybatchoperation,/servicefabric/sfclient-model-partitionreconfiguredevent
/appservice/app-service-plans/update,/appservice/app-service-plans/list-hybrid-connections
/servicefabric/sfclient-model-backupstate,/servicefabric/sfrp-model-applicationhealthpolicy
/en/rest/codes-of-conduct,/en/rest/packages
/servicefabric/sfclient-api-rollbackapplicationupgrade,/servicefabric/sfclient-model-servicetypeextensiondescription
/en/rest/authentication,/en/rest/classroom
/resourceGroups/{resourceGroupName}/providers/Microsoft.Network/routeTables,/resourceGroups/{resourceGroupName}/providers/Microsoft.Network/bastionHosts
/servicefabric/v82/sfclient-v82-api-disablepartitionbackup,/servicefabric/v82/sfclient-v82-model-chaosstoppedevent
/application-insights/,/meta
/servicefabric/v82/sfclient-v82-api-getpartitioninfo,/servicefabric/v82/sfclient-v82-model-namedpartitioninformation
/en/rest/rate-limit,/en/rest/pages
/servicefabric/v82/sfclient-v82-model-chaosstoppedevent,/servicefabric/v82/sfclient-v82-api-movesecondaryreplica
/servicefabric/sfclient-model-backupstate,/servicefabric/sfclient-model-diskinfo
/advisories,/azurerekusto/
/en/rest/collaborators,/en/rest/secret-scanning
/servicefabric/sfclient-model-healthevaluationwrapper,/servicefabric/sfclient-api-getcontainerlogsdeployedonnode
/servicefabric/v82/sfclient-v82-model-replicastatus,/servicefabric/v82/sfclient-v82-model-partitionprimarymoveanalysisevent
/storageservices/get-queue-service-stats,/storageservices/copy-blob-from-url
/en/rest/checks,/en/rest/classroom
/servicefabric/sfrp-2017-07-01-preview-api-applications_get,/servicefabric/sfrp-model-applicationhealthpolicy
/iothub/iot-hub-resource,/iothub/operations
/elastic/,/elastic/operations/list
/en/rest/using-the-rest-api/timezones-and-the-rest-api,/en/rest/using-the-rest-api/getting-started-with-the-rest-api
/servicefabric/sfclient-model-probe,/servicefabric/sfclient-model-backupstate
/servicefabric/v82/sfclient-v82-model-replicastatus,/servicefabric/v82/sfclient-v82-index-code-package
/orgs/{org}/members,/orgs/{org}/teams
/servicefabric/v82/sfclient-v82-model-containercodepackageproperties,/servicefabric/v82/sfclient-v82-model-applicationloadinfo
/servicefabric/v82/sfclient-v82-api-movesecondaryreplica,/servicefabric/v82/sfclient-v82-model-chaostargetfilter
/resourceGroups/{resourceGroupName}/providers/Microsoft.Synapse/workspaces,/resourceGroups/{resourceGroupName}/providers/Microsoft.Synapse/workspaces/{workspaceName}
/repos/{owner}/{repo}/interaction-limits,/repos/{owner}/{repo}/codespaces
/repos/{owner}/{repo}/comments,/repos/{owner}/{repo}/merge-upstream
/servicefabric/v82/sfclient-v82-api-startnodetransition,/servicefabric/v82/sfclient-v82-model-clusterhealthchunk
/servicefabric/sfclient-model-backupstate,/servicefabric/sfclient-model-nodedeactivatestartedevent
/en/rest/authentication,/en/rest/code-scanning
/repos/{owner}/{repo},/repos/{owner}/{repo}/releases/tags/{tag}
/orgs/{org}/migrations/{migration_id}/repositories,/orgs/{org}/migrations
/user/projects,/user/teams
/repos/{owner}/{repo}/actions/workflows/{workflow_id},/repos/{owner}/{repo}
/servicefabric/sfclient-api-getclusterversion,/servicefabric/sfrp-2017-07-01-preview-api-applications_get
/compute/operations,/compute/gallery-image-versions
/servicefabric/sfclient-model-restartdeployedcodepackagedescription,/servicefabric/sfrp-model-clustercodeversionslistresult
/users/{username}/followers,/users/{username}/social_accounts
/orgs/{org}/migrations/{migration_id},/orgs/{org}/migrations
/appservice/web-apps/list-function-secrets,/app
/resourcegroups/{resourceGroupName}/providers/Microsoft.OperationalInsights/workspaces/{workspaceName}/dataExports,/resourcegroups/{resourceGroupName}/providers/Microsoft.OperationalInsights/workspaces/{workspaceName}/dataSources
/resourceGroups/{resourceGroupName}/providers/Microsoft.DocumentDB/databaseAccounts/{accountName}/usages,/resourceGroups/{resourceGroupName}/providers/Microsoft.DocumentDB/databaseAccounts/{accountName}/privateLinkResources
/containerapps/connected-environments-certificates/get,/containerapps/connected-environments-certificates/create-or-update
/frontdoor/,/octocat
/frontdoor/,/communication/
/servicefabric/sfclient-model-diskinfo,/servicefabric/sfclient-model-state
/servicefabric/sfclient-api-getservicebackuplist,/servicefabric/sfclient-model-state
/servicefabric/sfrp-model-applicationhealthpolicy,/servicefabric/sfclient-model-diskinfo
/servicefabric/sfclient-model-propertybatchinfo,/servicefabric/sfclient-model-nodeupevent
/storageservices/data-lake-storage-gen2,/storageservices/delete-entity1
/servicefabric/v82/sfclient-v82-model-containercodepackageproperties,/servicefabric/v82/sfclient-v82-model-backuppartitiondescription
/organizations,/rate_limit
/en/rest,/en/rest/secret-scanning
/{roleAssignmentId},/{denyAssignmentId}
/en/rest/pages,/en/rest/git
/repos/{owner}/{repo}/security-advisories,/repos/{owner}/{repo}/labels
/repos/{owner}/{repo}/keys,/repos/{owner}/{repo}/forks
/application-insights/,/licenses
/servicefabric/v82/sfclient-v82-model-usageinfo,/servicefabric/v82/sfclient-v82-index-code-package
/servicefabric/v82/sfclient-v82-model-partitionaccessstatus,/servicefabric/v82/sfclient-v82-model-replicastatus
/servicefabric/sfclient-model-autoscalingresourcemetric,/servicefabric/sfclient-model-backupentity
/users/{username}/settings/billing/shared-storage,/user
/user,/user/packages/{package_type}/{package_name}/versions/{package_version_id}
/en/rest,/en/rest/codespaces/repository-secrets
/servicefabric/sfclient-model-state,/servicefabric/sfrp-model-applicationhealthpolicy
/servicefabric/sfclient-api-getchaosschedule,/servicefabric/sfclient-model-clusterupgradehealthpolicyobject
/servicefabric/v82/sfclient-v82-api-getapplicationtypeinfolistbyname,/servicefabric/v82/sfclient-v82-api-getchaosschedule
/servicefabric/sfclient-api-getclusterversion,/servicefabric/sfclient-model-servicetypeextensiondescription
/en/rest/issues,/en/rest/quickstart
/en/rest/issues,/en/rest/actions
/servicefabric/sfclient-api-updatebackuppolicy,/servicefabric/sfclient-model-statelessserviceinstancehealthstate
